"status","candidate_basis","acquisition_expansion","catalog_scope","decor_id","item_id","decor_name","source_text","achievement_ids","quest_ids","npc_ids","source_spell_ids","currency_ids","source_item_ids","classification_note","acquisition_source_url","item_name","item_expansion_id","flags","type","model_type","weight_cost"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","8237","251546","Argussian Circular Rug","Sources Crafting: Tailoring (Draenor Patterns) Reagents Required: 30× Shadowmoon Lumber 5× Primal Spirit 15× Cerulean Pigment 40× Sumptuous Fur 10× Blackrock Ore Profession: Draenor Tailoring (80)","","","","1261231;1259247;1260774;1261250","","251766;120945;114931;111557;109118","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8237/argussian-circular-rug-8237/","Argussian Circular Rug","5","3","4","1","5"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","8238","251547","Draenei Farmer's Trellis","Sources Quest: Assault on the Heart of Shattrath Requirement: Complete this quest to unlock this item for your housing collection.","","36685","","","","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8238/draenei-farmers-trellis-8238/","Draenei Farmer's Trellis","-3","3","1","1","5"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","8239","251548","Draenic Fence","Sources Quest: The Traitor's True Name (Shadowmoon Valley) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Trader Caerel A (Stormshield) 300 & 500 Apexis Crystal Warlords of Draenor Requires quest ""The Traitor's True Name"" Copy Waypoint","","34792","85950","","823","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8239/draenic-fence-8239/","Draenic Fence","-3","3","1","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","8240","251549","Emblem of the Naaru's Blessing","Sources Quest: The Prophet's Final Message Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Trader Caerel A (Stormshield) 2000 Garrison Resources Warlords of Draenor Requires quest ""The Prophet's Final Message"" Copy Waypoint","","37322","85950","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8240/emblem-of-the-naarus-blessing-8240/","Emblem of the Naaru's Blessing","-3","3","2","1","5"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","8241","251550","Draenethyst Sconce","Sources Crafting: Jewelcrafting (Draenor Designs) Reagents Required: 8× Shadowmoon Lumber 1× Mastery Taladite 2× Sorcerous Fire 4× Sumptuous Fur 10× Blackrock Ore Profession: Draenor Jewelcrafting (80)","","","","1261075;1263817;1261305","","251766;115805;113261;111557;109118","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8241/draenethyst-sconce-8241/","Draenethyst Sconce","5","3","2","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","8242","251551","Grand Draenethyst Lamp","Sources Vendor: Vindicator Nuurem A (Stormshield) 1500 Garrison Resources Council of Exarchs (Exalted) • Warlords of Draenor Requirement: Reach Exalted with Council of Exarchs to unlock this item for your housing collection. Copy Waypoint","","","85932","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8242/grand-draenethyst-lamp-8242/","Grand Draenethyst Lamp","-3","3","1","1","5"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","8772","251640","Draenic Forge","Sources Quest: The Battle for Shattrath (Talador) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Trader Caerel A (Stormshield) 500 & 1000 Apexis Crystal Warlords of Draenor Requires quest ""The Battle for Shattrath"" Copy Waypoint","","34099","85950","","823","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8772/draenic-forge-8772/","Draenic Forge","-3","3","1","1","3"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","8785","251653","Draenethyst Lamppost","Sources Quest: Socrethar's Demise (Talador) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Trader Caerel A (Stormshield) 500 & 1000 Garrison Resources Warlords of Draenor Requires quest ""Socrethar's Demise"" Copy Waypoint","","35685","85950","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8785/draenethyst-lamppost-8785/","Draenethyst Lamppost","-3","3","1","1","5"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","8786","251654","Large Karabor Fountain","Sources Quest: The Defense of Karabor (Shadowmoon Valley) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Trader Caerel A (Stormshield) 800 & 2000 Apexis Crystal Warlords of Draenor Requires quest ""The Defense of Karabor"" Copy Waypoint","","33256","85950","","823","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8786/large-karabor-fountain-8786/","Large Karabor Fountain","-3","3","1","1","5"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","8787","251655","Draenethyst String Lights","Sources Crafting: Enchanting (Draenor Enchanting) Reagents Required: 10× Shadowmoon Lumber 5× Sumptuous Fur 6× Luminous Shard 5× Blackrock Ore Profession: Draenor Enchanting (80)","","","","1261008","","251766;111557;111245;109118","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8787/draenethyst-string-lights-8787/","Draenethyst String Lights","5","3","3","1","5"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","11379","257044","Orcish Felblood Cauldron","Sources Crafting: Alchemy (Draenor Alchemy) Reagents Required: 25× Shadowmoon Lumber 15× Felblight 10× True Iron Ore 20× Alchemical Catalyst Profession: Draenor Alchemy (80)","","","","1262011","","251766;127759;109119;108996","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/11379/orcish-felblood-cauldron-11379/","Orcish Felblood Cauldron","5","3","1","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","11451","257349","Naaru Crystal Icon","Sources Vendor: Artificer Kallaes A (Shadowmoon Valley (Draenor)) 200 & 300 Garrison Resources Warlords of Draenor Copy Waypoint","","","81133","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/11451/naaru-crystal-icon-11451/","Naaru Crystal Icon","-3","3","1","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","11946","258303","Beloved Elekk Plushie","Sources Crafting: Tailoring (Draenor Patterns) Reagents Required: 8× Shadowmoon Lumber 5× Cerulean Pigment 2× Temporal Crystal 16× Sumptuous Fur Profession: Draenor Tailoring (80)","","","","1263360;1263858;1261231","","251766;114931;113588;111557","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/11946/beloved-elekk-plushie-11946/","Beloved Elekk Plushie","5","3","1","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","12200","258740","Glorious Pendant of Rukhmar","Sources Achievement: Secrets of Skettis Requirement: The Secrets of Skettis Achievement must be completed to unlock or purchase this item for your housing collection. Vendor: Ruuan the Seer (Spires of Arak) Copy Waypoint","9415","","87775","","","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12200/glorious-pendant-of-rukhmar-12200/","Glorious Pendant of Rukhmar","-3","3","1","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","12201","258741","Writings of Reshad the Outcast","Sources Quest: A Gathering of Shadows (Spires of Arak) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Ruuan the Seer (Spires of Arak) Copy Waypoint","","35671","87775","","","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12201/writings-of-reshad-the-outcast-12201/","Writings of Reshad the Outcast","-3","3","1","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","12202","258742","Scroll of the Adherent","Sources Quest: Kura's Vengeance (Talador) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Duskcaller Erthix (Talador) Copy Waypoint","","33582","256946","","","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12202/scroll-of-the-adherent-12202/","Scroll of the Adherent","-3","3","1","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","12203","258743","Arakkoan Alchemy Tools","Sources Vendor: Ravenspeaker Skeega H (Warspear) 8 Arakkoa Outcasts (Honored) • Warlords of Draenor Requirement: Reach Honored with Arakkoa Outcasts to unlock this item for your housing collection. Copy Waypoint Vendor: Shadow-Sage Brakoss A (Stormshield) 8 Arakkoa Outcasts (Honored) • Warlords of Draenor Requirement: Reach Honored with Arakkoa Outcasts to unlock this item for your housing collection. Copy Waypoint","","","86037;85946","","","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12203/arakkoan-alchemy-tools-12203/","Arakkoan Alchemy Tools","-3","3","1","1","3"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","12204","258744","Skyreach Circular Table","Sources Encounter: Skyreach - High Sage Viryx (Skyreach)","","","","","","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12204/skyreach-circular-table-12204/","Skyreach Circular Table","-3","3","1","1","5"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","12205","258745","High Arakkoan Library Shelf","Sources Quest: When All Is Aligned (Spires of Arak) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Ruuan the Seer (Spires of Arak) Copy Waypoint","","35704","87775","","","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12205/high-arakkoan-library-shelf-12205/","High Arakkoan Library Shelf","-3","3","1","1","3"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","12206","258746","High Arakkoan Alchemist's Shelf","Sources Vendor: Ravenspeaker Skeega H (Warspear) 8 Arakkoa Outcasts (Revered) • Warlords of Draenor Requirement: Reach Revered with Arakkoa Outcasts to unlock this item for your housing collection. Copy Waypoint Vendor: Shadow-Sage Brakoss A (Stormshield) 8 Arakkoa Outcasts (Revered) • Warlords of Draenor Requirement: Reach Revered with Arakkoa Outcasts to unlock this item for your housing collection. Copy Waypoint","","","86037;85946","","","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12206/high-arakkoan-alchemists-shelf-12206/","High Arakkoan Alchemist's Shelf","-3","3","1","1","3"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","12207","258747","High Arakkoan Shelf","Sources Vendor: Ravenspeaker Skeega H (Warspear) 8 Arakkoa Outcasts (Friendly) • Warlords of Draenor Requirement: Reach Friendly with Arakkoa Outcasts to unlock this item for your housing collection. Copy Waypoint Vendor: Shadow-Sage Brakoss A (Stormshield) 8 Arakkoa Outcasts (Friendly) • Warlords of Draenor Requirement: Reach Friendly with Arakkoa Outcasts to unlock this item for your housing collection. Copy Waypoint","","","86037;85946","","","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12207/high-arakkoan-shelf-12207/","High Arakkoan Shelf","-3","3","1","1","3"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","12208","258748","""Rising Glory of Rukhmar"" Statue","Sources Quest: Hot Seat (Spires of Arak) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Ruuan the Seer (Spires of Arak) Copy Waypoint","","35273","87775","","","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12208/rising-glory-of-rukhmar-statue-12208/","""Rising Glory of Rukhmar"" Statue","-3","3","1","1","5"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","12209","258749","Uncorrupted Eye of Terokk","Sources Quest: The Avatar of Terokk (Spires of Arak) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Ruuan the Seer (Spires of Arak) Copy Waypoint","","35896","87775","","","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12209/uncorrupted-eye-of-terokk-12209/","Uncorrupted Eye of Terokk","-3","3","1","1","1"
