"decor_id","catalog_name","catalog_scope","status","acquisition_expansion","source_kind","source_text","achievement_ids","quest_ids","npc_ids","source_spell_ids","currency_ids","source_item_ids","decor_spell_id","item_id","classification_note","acquisition_source_url"
"4447","Stormwind Arched Trellis","wod_theme","acquisition_cata_confirmed","cata","quest","Sources Quest: Ending the Invasion! (Elwynn Forest, Blackrock Depths, Northshire) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Captain Lancy Revshon A (Stormwind City) 285 Stormwind • Vanilla Quest ""Ending the Invasion"" Copy Waypoint","","26390","49877","","","","1247327","248621","Displayed acquisition belongs to cata content, not Warlords of Draenor","https://housing.wowdb.com/decor/4447/stormwind-arched-trellis-4447/"
"4448","Wooden Outhouse","wod_theme","acquisition_wrath_confirmed","wrath","quest","Sources Quest: Doing Your Duty (Grizzly Hills) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Woodsman Drake A 500","","12227","27391","","","","1247328","248622","Displayed acquisition belongs to wrath content, not Warlords of Draenor","https://housing.wowdb.com/decor/4448/wooden-outhouse-4448/"
"4449","Kaldorei Scribe's Shelf","wod_theme","catalog_hidden_unobtainable","","drop","","","","","","","","1247329","248623","No current acquisition source is displayed","https://housing.wowdb.com/decor/4449/kaldorei-scribes-shelf-4449/"
"4485","Stormwind Workbench","wod_theme","acquisition_wod_confirmed","wod","quest","Sources Quest: Things Are Not Goren Our Way (Lunarfall) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Sergeant Crowler A (Lunarfall) 160 & 300 Garrison Resources Warlords of Draenor Copy Waypoint Vendor: Sergeant Crowler (Lunarfall) Copy Waypoint","","34192","78564;88223","","824","","1247389","248660","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/4485/stormwind-workbench-4485/"
"4486","Northshire Scribe's Desk","wod_theme","acquisition_wod_confirmed","wod","quest","Sources Quest: Bigger is Better (Shadowmoon Valley, Lunarfall) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Sergeant Crowler A (Lunarfall) 160 & 300 Garrison Resources Warlords of Draenor Copy Waypoint Vendor: Sergeant Crowler (Lunarfall) Copy Waypoint","","36592","78564;88223","","824","","1247390","248661","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/4486/northshire-scribes-desk-4486/"
"4487","Jewelcrafter's Tent","wod_theme","acquisition_vanilla_confirmed","vanilla","quest","Sources Quest: The Perenolde Tiara (Stormwind City) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Captain Lancy Revshon A (Stormwind City) 475 Stormwind • Vanilla Quest ""The Perenolde Tiara"" Copy Waypoint","","543","49877","","","","1247391","248662","Displayed acquisition belongs to vanilla content, not Warlords of Draenor","https://housing.wowdb.com/decor/4487/jewelcrafters-tent-4487/"
"4488","Wooden Doghouse","wod_theme","acquisition_mop_confirmed","mop","quest","Sources Quest: Lost and Lonely (Valley of the Four Winds) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Gina Mudclaw H (Valley of the Four Winds) 240 The Tillers • Mists of Pandaria Copy Waypoint","","30526","58706","","","","1247392","248663","Displayed acquisition belongs to mop content, not Warlords of Draenor","https://housing.wowdb.com/decor/4488/wooden-doghouse-4488/"
"4489","Alliance Soldier's Bed","wod_theme","catalog_hidden_unobtainable","","drop","","","","","","","","1247393","248664","No current acquisition source is displayed","https://housing.wowdb.com/decor/4489/alliance-soldiers-bed-4489/"
"4490","Stormwind Peddler's Cart","wod_theme","acquisition_vanilla_confirmed","vanilla","vendor","Sources Vendor: Captain Lancy Revshon A (Stormwind City) 237 50 Stormwind (Exalted) • Vanilla Requirement: Reach Exalted with Stormwind to unlock this item for your housing collection. Copy Waypoint","","","49877","","","","1247394","248665","Displayed acquisition belongs to vanilla content, not Warlords of Draenor","https://housing.wowdb.com/decor/4490/stormwind-peddlers-cart-4490/"
"4811","Elwynn Fence","wod_theme","acquisition_vanilla_confirmed","vanilla","vendor","Sources Vendor: Captain Lancy Revshon A (Stormwind City) 47 50 Stormwind (Friendly) • Vanilla Requirement: Reach Friendly with Stormwind to unlock this item for your housing collection. Copy Waypoint","","","49877","","","","1247780","248794","Displayed acquisition belongs to vanilla content, not Warlords of Draenor","https://housing.wowdb.com/decor/4811/elwynn-fence-4811/"
"4812","Elwynn Fencepost","wod_theme","acquisition_vanilla_confirmed","vanilla","vendor","Sources Vendor: Captain Lancy Revshon A (Stormwind City) 71 25 Stormwind (Friendly) • Vanilla Requirement: Reach Friendly with Stormwind to unlock this item for your housing collection. Copy Waypoint","","","49877","","","","1247781","248795","Displayed acquisition belongs to vanilla content, not Warlords of Draenor","https://housing.wowdb.com/decor/4812/elwynn-fencepost-4812/"
"4813","Goldshire Food Cart","wod_theme","acquisition_cata_confirmed","cata","achievement","Sources Achievement: Full Caravan Requirement: The Full Caravan Achievement must be completed to unlock or purchase this item for your housing collection. Vendor: Fiona A H (Light's Hope Chapel) 3000 Requires Dracthyr Copy Waypoint Vendor: Fiona A (Boralus Harbor) 3000 Battle for Azeroth Copy Waypoint","5442","","45417;142115","","","","1247782","248796","Displayed acquisition belongs to cata content, not Warlords of Draenor","https://housing.wowdb.com/decor/4813/goldshire-food-cart-4813/"
"4814","City Wanderer's Candleholder","wod_theme","acquisition_cata_confirmed","cata","quest","Sources Quest: ""I TAKE Candle!"" (Westfall) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Captain Lancy Revshon A (Stormwind City) Copy Waypoint","","26229","49877","","","","1247783","248797","Displayed acquisition belongs to cata content, not Warlords of Draenor","https://housing.wowdb.com/decor/4814/city-wanderers-candleholder-4814/"
"4815","Northshire Barrel","wod_theme","acquisition_vanilla_confirmed","vanilla","quest","Sources Quest: Report to Goldshire (Elwynn Forest, Blackrock Depths, Northshire) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Captain Lancy Revshon A (Stormwind City) 190 Stormwind • Vanilla Copy Waypoint","","54","49877","","","","1247784","248798","Displayed acquisition belongs to vanilla content, not Warlords of Draenor","https://housing.wowdb.com/decor/4815/northshire-barrel-4815/"
"4816","Wooden Storage Crate","wod_theme","acquisition_wod_confirmed","wod","quest","Sources Quest: Establish Your Garrison (Shadowmoon Valley, Lunarfall) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Sergeant Crowler A (Lunarfall) 40 & 100 Garrison Resources Warlords of Draenor Copy Waypoint Vendor: Sergeant Crowler (Lunarfall) Copy Waypoint","","34586","78564;88223","","824","","1247785","248799","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/4816/wooden-storage-crate-4816/"
"4818","Architect's Drafting Table","wod_theme","acquisition_wod_confirmed","wod","quest","Sources Quest: My Very Own Castle (Shadowmoon Valley, Lunarfall) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Sergeant Crowler A (Lunarfall) 1500 Garrison Resources Warlords of Draenor Copy Waypoint","","36615","78564","","824","","1247786","248800","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/4818/architects-drafting-table-4818/"
"4844","Rough Wooden Chair","wod_theme","acquisition_wod_confirmed","wod","quest","Sources Quest: Keeping it Together (Shadowmoon Valley, Lunarfall) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Sergeant Crowler A (Lunarfall) 40 & 100 Garrison Resources Warlords of Draenor Copy Waypoint Vendor: Sergeant Crowler (Lunarfall) Copy Waypoint","","35176","78564;88223","","824","","1247796","248810","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/4844/rough-wooden-chair-4844/"
"5115","Hooded Iron Lantern","wod_theme","acquisition_vanilla_confirmed","vanilla","quest","Sources Quest: Kobold Candles (Elwynn Forest) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Captain Lancy Revshon A (Stormwind City) 142 50 Stormwind • Vanilla Copy Waypoint","","60","49877","","","","1248042","248938","Displayed acquisition belongs to vanilla content, not Warlords of Draenor","https://housing.wowdb.com/decor/5115/hooded-iron-lantern-5115/"
"5116","Stormwind Lamppost","wod_theme","acquisition_vanilla_confirmed","vanilla","vendor","Sources Vendor: Captain Lancy Revshon A (Stormwind City) 95 Stormwind (Honored) • Vanilla Requirement: Reach Honored with Stormwind to unlock this item for your housing collection. Copy Waypoint","","","49877","","1792","","1248043","248939","Displayed acquisition belongs to vanilla content, not Warlords of Draenor","https://housing.wowdb.com/decor/5116/stormwind-lamppost-5116/"
"8176","Shadowmoon Open-Air Shed","wod_theme","acquisition_wod_confirmed","wod","drop","Sources Drop: Shadowmoon Valley (Draenor) Missives Quest: Missive: Assault on Socrethar's Rise Requirement: Complete this quest to unlock this item for your housing collection.","","","","","","","1252380","251329","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8176/shadowmoon-open-air-shed-8176/"
"8177","Draenic Fencepost","wod_theme","acquisition_wod_confirmed","wod","quest","Sources Quest: The Traitor's True Name (Shadowmoon Valley) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Trader Caerel A (Stormshield) 100 & 300 Apexis Crystal Warlords of Draenor Requires quest ""The Traitor's True Name"" Copy Waypoint","","34792","85950","","823","","1252381","251330","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8177/draenic-fencepost-8177/"
"8178","Draenic Ottoman","wod_theme","acquisition_wod_confirmed","wod","drop","Sources Encounter: Auchindoun - Teron'gor","","","","","","","1252382","251331","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8178/draenic-ottoman-8178/"
"8180","Commander's Kafa Mug","wod_theme","acquisition_mop_confirmed","mop","vendor","Sources Vendor: Brother Dovetail (Razorwind Shores) Friend of the Grummles Copy Waypoint Vendor: Cursed Keepsake","","","249684;262726","","","","1252385","251473","Displayed acquisition belongs to mop content, not Warlords of Draenor","https://housing.wowdb.com/decor/8180/commanders-kafa-mug-8180/"
"8185","Embroidered Embaari Tent","wod_theme","acquisition_wod_confirmed","wod","vendor","Sources Vendor: Vindicator Nuurem A (Stormshield) 1000 Garrison Resources Council of Exarchs (Revered) • Warlords of Draenor Requirement: Reach Revered with Council of Exarchs to unlock this item for your housing collection. Copy Waypoint","","","85932","","824","","1252395","251476","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8185/embroidered-embaari-tent-8185/"
"8186","Draenic Wooden Table","wod_theme","acquisition_wod_confirmed","wod","quest","Sources Quest: The Trial of Champions (Shadowmoon Valley) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Trader Caerel A (Stormshield) 500 & 1000 Garrison Resources Warlords of Draenor Requires quest ""The Trial of Champions"" Copy Waypoint","","36169","85950","","824","","1252396","251477","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8186/draenic-wooden-table-8186/"
"8187","Square Draenic Table","wod_theme","acquisition_wod_confirmed","wod","quest","Sources Quest: Forging Ahead (Shadowmoon Valley) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Trader Caerel A (Stormshield) Copy Waypoint","","35196","85950","","","","1252397","251478","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8187/square-draenic-table-8187/"
"8188","Shadowmoon Greenhouse","wod_theme","acquisition_wod_confirmed","wod","vendor","Sources Vendor: Vindicator Nuurem A (Stormshield) 1500 Garrison Resources Council of Exarchs (Exalted) • Warlords of Draenor Requirement: Reach Exalted with Council of Exarchs to unlock this item for your housing collection. Copy Waypoint","","","85932","","824","","1252398","251479","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8188/shadowmoon-greenhouse-8188/"
"8189","Draenic Wooden Wall Shelf","wod_theme","acquisition_legion_confirmed","legion","quest","Sources Quest: Bringer of the Light (Dalaran) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Toraan the Revered H (The Vindicaar) 240 Argussian Reach • Legion Copy Waypoint","","44004","127151","","","","1252399","251480","Displayed acquisition belongs to legion content, not Warlords of Draenor","https://housing.wowdb.com/decor/8189/draenic-wooden-wall-shelf-8189/"
"8190","Elodor Armory Rack","wod_theme","acquisition_wod_confirmed","wod","vendor","Sources Vendor: Vindicator Nuurem A (Stormshield) 500 Garrison Resources Council of Exarchs (Honored) • Warlords of Draenor Requirement: Reach Honored with Council of Exarchs to unlock this item for your housing collection. Copy Waypoint","","","85932","","824","","1252400","251481","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8190/elodor-armory-rack-8190/"
"8191","Draenei Stargazer's Telescope","wod_theme","acquisition_wod_confirmed","wod","crafted","Sources Crafting: Engineering (Draenor Engineering) Reagents Required: 20× Shadowmoon Lumber 3× Temporal Crystal 12× Sorcerous Air 20× Blackrock Ore Profession: Draenor Engineering (80)","","","","1261025;1263663","","251766;113588;113264;109118","1252401","251482","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8191/draenei-stargazers-telescope-8191/"
"8192","Draenethyst Lantern","wod_theme","acquisition_wod_confirmed","wod","vendor","Sources Vendor: Vindicator Nuurem A (Stormshield) 250 Garrison Resources Council of Exarchs (Friendly) • Warlords of Draenor Requirement: Reach Friendly with Council of Exarchs to unlock this item for your housing collection. Copy Waypoint","","","85932","","824","","1252402","251483","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8192/draenethyst-lantern-8192/"
"8193","""Dawning Hope"" Mosaic","wod_theme","acquisition_wod_confirmed","wod","vendor","Sources Vendor: Vindicator Nuurem A (Stormshield) 1000 Garrison Resources Council of Exarchs (Revered) • Warlords of Draenor Requirement: Reach Revered with Council of Exarchs to unlock this item for your housing collection. Copy Waypoint","","","85932","","824","","1252403","251484","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8193/dawning-hope-mosaic-8193/"
"8194","Small Karabor Fountain","wod_theme","acquisition_wod_confirmed","wod","vendor","Sources Vendor: Vindicator Nuurem A (Stormshield) 500 Garrison Resources Council of Exarchs (Honored) • Warlords of Draenor Requirement: Reach Honored with Council of Exarchs to unlock this item for your housing collection. Copy Waypoint","","","85932","","824","","1252441","251493","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8194/small-karabor-fountain-8194/"
"8196","Draenic Basin","wod_theme","acquisition_wod_confirmed","wod","crafted","Sources Crafting: Jewelcrafting (Draenor Designs) Reagents Required: 25× Shadowmoon Lumber 1× Greater Haste Taladite 12× Sorcerous Water 20× Blackrock Ore Profession: Draenor Jewelcrafting (80)","","","","1261071","","251766;115811;113262;109118","1252443","251495","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8196/draenic-basin-8196/"
"8235","Telredor Recliner","wod_theme","acquisition_wod_confirmed","wod","vendor","Sources Vendor: Maaria A (Lunarfall) 500 & 1000 Apexis Crystal Warlords of Draenor Copy Waypoint","","","85427","","823","","1252639","251544","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8235/telredor-recliner-8235/"
"8237","Argussian Circular Rug","wod_theme","acquisition_wod_confirmed","wod","crafted","Sources Crafting: Tailoring (Draenor Patterns) Reagents Required: 30× Shadowmoon Lumber 5× Primal Spirit 15× Cerulean Pigment 40× Sumptuous Fur 10× Blackrock Ore Profession: Draenor Tailoring (80)","","","","1261231;1259247;1260774;1261250","","251766;120945;114931;111557;109118","1252647","251546","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8237/argussian-circular-rug-8237/"
"8238","Draenei Farmer's Trellis","wod_theme","acquisition_wod_confirmed","wod","quest","Sources Quest: Assault on the Heart of Shattrath Requirement: Complete this quest to unlock this item for your housing collection.","","36685","","","","","1252648","251547","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8238/draenei-farmers-trellis-8238/"
"8239","Draenic Fence","wod_theme","acquisition_wod_confirmed","wod","quest","Sources Quest: The Traitor's True Name (Shadowmoon Valley) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Trader Caerel A (Stormshield) 300 & 500 Apexis Crystal Warlords of Draenor Requires quest ""The Traitor's True Name"" Copy Waypoint","","34792","85950","","823","","1252649","251548","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8239/draenic-fence-8239/"
"8240","Emblem of the Naaru's Blessing","wod_theme","acquisition_wod_confirmed","wod","quest","Sources Quest: The Prophet's Final Message Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Trader Caerel A (Stormshield) 2000 Garrison Resources Warlords of Draenor Requires quest ""The Prophet's Final Message"" Copy Waypoint","","37322","85950","","824","","1252651","251549","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8240/emblem-of-the-naarus-blessing-8240/"
"8241","Draenethyst Sconce","wod_theme","acquisition_wod_confirmed","wod","crafted","Sources Crafting: Jewelcrafting (Draenor Designs) Reagents Required: 8× Shadowmoon Lumber 1× Mastery Taladite 2× Sorcerous Fire 4× Sumptuous Fur 10× Blackrock Ore Profession: Draenor Jewelcrafting (80)","","","","1261075;1263817;1261305","","251766;115805;113261;111557;109118","1252652","251550","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8241/draenethyst-sconce-8241/"
"8242","Grand Draenethyst Lamp","wod_theme","acquisition_wod_confirmed","wod","vendor","Sources Vendor: Vindicator Nuurem A (Stormshield) 1500 Garrison Resources Council of Exarchs (Exalted) • Warlords of Draenor Requirement: Reach Exalted with Council of Exarchs to unlock this item for your housing collection. Copy Waypoint","","","85932","","824","","1252653","251551","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8242/grand-draenethyst-lamp-8242/"
"8772","Draenic Forge","wod_theme","acquisition_wod_confirmed","wod","quest","Sources Quest: The Battle for Shattrath (Talador) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Trader Caerel A (Stormshield) 500 & 1000 Apexis Crystal Warlords of Draenor Requires quest ""The Battle for Shattrath"" Copy Waypoint","","34099","85950","","823","","1252870","251640","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8772/draenic-forge-8772/"
"8785","Draenethyst Lamppost","wod_theme","acquisition_wod_confirmed","wod","quest","Sources Quest: Socrethar's Demise (Talador) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Trader Caerel A (Stormshield) 500 & 1000 Garrison Resources Warlords of Draenor Requires quest ""Socrethar's Demise"" Copy Waypoint","","35685","85950","","824","","1252915","251653","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8785/draenethyst-lamppost-8785/"
"8786","Large Karabor Fountain","wod_theme","acquisition_wod_confirmed","wod","quest","Sources Quest: The Defense of Karabor (Shadowmoon Valley) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Trader Caerel A (Stormshield) 800 & 2000 Apexis Crystal Warlords of Draenor Requires quest ""The Defense of Karabor"" Copy Waypoint","","33256","85950","","823","","1252916","251654","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8786/large-karabor-fountain-8786/"
"8787","Draenethyst String Lights","wod_theme","acquisition_wod_confirmed","wod","crafted","Sources Crafting: Enchanting (Draenor Enchanting) Reagents Required: 10× Shadowmoon Lumber 5× Sumptuous Fur 6× Luminous Shard 5× Blackrock Ore Profession: Draenor Enchanting (80)","","","","1261008","","251766;111557;111245;109118","1252917","251655","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8787/draenethyst-string-lights-8787/"
"9424","Goldshire Wardrobe","wod_theme","acquisition_vanilla_confirmed","vanilla","quest","Sources Quest: The Escape (Elwynn Forest) Requirement: Complete this quest to unlock this item for your housing collection.","","114","","","","","1256595","253527","Displayed acquisition belongs to vanilla content, not Warlords of Draenor","https://housing.wowdb.com/decor/9424/goldshire-wardrobe-9424/"
"9439","Scarred Orcish Spear","wod_theme","acquisition_midnight_confirmed","midnight","quest","Sources Quest: A Favor to Axe (Arcantina) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Morta Gage A (Arcantina) 150 Voidlight Marl Copy Waypoint","","92319","252873","","3316","","1256610","253542","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/9439/scarred-orcish-spear-9439/"
"9440","Clefthoof Hide Rug","wod_theme","acquisition_midnight_confirmed","midnight","quest","Sources Quest: A Generational Moment (Arcantina) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Morta Gage A (Arcantina) 150 Voidlight Marl Copy Waypoint","","92327","252873","","3316","","1256611","253543","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/9440/clefthoof-hide-rug-9440/"
"9441","Weathered History of the Warchiefs","wod_theme","acquisition_midnight_confirmed","midnight","quest","Sources Quest: Hellscream's Heritage (Arcantina) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Morta Gage A (Arcantina) 150 Voidlight Marl Copy Waypoint","","92325","252873","","3316","","1256612","253544","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/9441/weathered-history-of-the-warchiefs-9441/"
"11274","Stormwind Forge","wod_theme","acquisition_vanilla_confirmed","vanilla","quest","Sources Quest: A Binding Contract Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Captain Lancy Revshon A (Stormwind City) 950 Stormwind • Vanilla Quest ""A Binding Contract"" Copy Waypoint","","7604","49877","","","","1260651","256673","Displayed acquisition belongs to vanilla content, not Warlords of Draenor","https://housing.wowdb.com/decor/11274/stormwind-forge-11274/"
"11379","Orcish Felblood Cauldron","wod_theme","acquisition_wod_confirmed","wod","crafted","Sources Crafting: Alchemy (Draenor Alchemy) Reagents Required: 25× Shadowmoon Lumber 15× Felblight 10× True Iron Ore 20× Alchemical Catalyst Profession: Draenor Alchemy (80)","","","","1262011","","251766;127759;109119;108996","1261093","257044","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/11379/orcish-felblood-cauldron-11379/"
"11451","Naaru Crystal Icon","wod_theme","acquisition_wod_confirmed","wod","vendor","Sources Vendor: Artificer Kallaes A (Shadowmoon Valley (Draenor)) 200 & 300 Garrison Resources Warlords of Draenor Copy Waypoint","","","81133","","824","","1261465","257349","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/11451/naaru-crystal-icon-11451/"
"11946","Beloved Elekk Plushie","wod_theme","acquisition_wod_confirmed","wod","crafted","Sources Crafting: Tailoring (Draenor Patterns) Reagents Required: 8× Shadowmoon Lumber 5× Cerulean Pigment 2× Temporal Crystal 16× Sumptuous Fur Profession: Draenor Tailoring (80)","","","","1263360;1263858;1261231","","251766;114931;113588;111557","1263127","258303","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/11946/beloved-elekk-plushie-11946/"
"12200","Glorious Pendant of Rukhmar","wod_theme","acquisition_wod_confirmed","wod","achievement","Sources Achievement: Secrets of Skettis Requirement: The Secrets of Skettis Achievement must be completed to unlock or purchase this item for your housing collection. Vendor: Ruuan the Seer (Spires of Arak) Copy Waypoint","9415","","87775","","","","1263925","258740","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12200/glorious-pendant-of-rukhmar-12200/"
"12201","Writings of Reshad the Outcast","wod_theme","acquisition_wod_confirmed","wod","quest","Sources Quest: A Gathering of Shadows (Spires of Arak) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Ruuan the Seer (Spires of Arak) Copy Waypoint","","35671","87775","","","","1263926","258741","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12201/writings-of-reshad-the-outcast-12201/"
"12202","Scroll of the Adherent","wod_theme","acquisition_wod_confirmed","wod","quest","Sources Quest: Kura's Vengeance (Talador) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Duskcaller Erthix (Talador) Copy Waypoint","","33582","256946","","","","1263927","258742","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12202/scroll-of-the-adherent-12202/"
"12203","Arakkoan Alchemy Tools","wod_theme","acquisition_wod_confirmed","wod","vendor","Sources Vendor: Ravenspeaker Skeega H (Warspear) 8 Arakkoa Outcasts (Honored) • Warlords of Draenor Requirement: Reach Honored with Arakkoa Outcasts to unlock this item for your housing collection. Copy Waypoint Vendor: Shadow-Sage Brakoss A (Stormshield) 8 Arakkoa Outcasts (Honored) • Warlords of Draenor Requirement: Reach Honored with Arakkoa Outcasts to unlock this item for your housing collection. Copy Waypoint","","","86037;85946","","","","1263928","258743","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12203/arakkoan-alchemy-tools-12203/"
"12204","Skyreach Circular Table","wod_theme","acquisition_wod_confirmed","wod","drop","Sources Encounter: Skyreach - High Sage Viryx (Skyreach)","","","","","","","1263929","258744","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12204/skyreach-circular-table-12204/"
"12205","High Arakkoan Library Shelf","wod_theme","acquisition_wod_confirmed","wod","quest","Sources Quest: When All Is Aligned (Spires of Arak) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Ruuan the Seer (Spires of Arak) Copy Waypoint","","35704","87775","","","","1263930","258745","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12205/high-arakkoan-library-shelf-12205/"
"12206","High Arakkoan Alchemist's Shelf","wod_theme","acquisition_wod_confirmed","wod","vendor","Sources Vendor: Ravenspeaker Skeega H (Warspear) 8 Arakkoa Outcasts (Revered) • Warlords of Draenor Requirement: Reach Revered with Arakkoa Outcasts to unlock this item for your housing collection. Copy Waypoint Vendor: Shadow-Sage Brakoss A (Stormshield) 8 Arakkoa Outcasts (Revered) • Warlords of Draenor Requirement: Reach Revered with Arakkoa Outcasts to unlock this item for your housing collection. Copy Waypoint","","","86037;85946","","","","1263931","258746","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12206/high-arakkoan-alchemists-shelf-12206/"
"12207","High Arakkoan Shelf","wod_theme","acquisition_wod_confirmed","wod","vendor","Sources Vendor: Ravenspeaker Skeega H (Warspear) 8 Arakkoa Outcasts (Friendly) • Warlords of Draenor Requirement: Reach Friendly with Arakkoa Outcasts to unlock this item for your housing collection. Copy Waypoint Vendor: Shadow-Sage Brakoss A (Stormshield) 8 Arakkoa Outcasts (Friendly) • Warlords of Draenor Requirement: Reach Friendly with Arakkoa Outcasts to unlock this item for your housing collection. Copy Waypoint","","","86037;85946","","","","1263932","258747","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12207/high-arakkoan-shelf-12207/"
"12208","""Rising Glory of Rukhmar"" Statue","wod_theme","acquisition_wod_confirmed","wod","quest","Sources Quest: Hot Seat (Spires of Arak) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Ruuan the Seer (Spires of Arak) Copy Waypoint","","35273","87775","","","","1263933","258748","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12208/rising-glory-of-rukhmar-statue-12208/"
"12209","Uncorrupted Eye of Terokk","wod_theme","acquisition_wod_confirmed","wod","quest","Sources Quest: The Avatar of Terokk (Spires of Arak) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Ruuan the Seer (Spires of Arak) Copy Waypoint","","35896","87775","","","","1263936","258749","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12209/uncorrupted-eye-of-terokk-12209/"
"14353","[DNT] [AUTOGEN] 12PH_Leg_6HU_BLACKSMITH_FORGE03.m2 - DUPLICATE do not use","wod_theme","internal_dnt","","drop","","","","","","","","1266443","260517","Internal or autogenerated DNT catalog row","https://housing.wowdb.com/decor/14353/dnt-autogen-12ph_leg_6hu_blacksmith_forge03m2-duplicate-do-not-use-14353/"
