decor_id,catalog_name,catalog_scope,status,acquisition_expansion,source_text,achievement_ids,quest_ids,npc_ids,spell_ids,currency_ids,item_ids,classification_note,acquisition_source_url
"9038","Proudmoore Shipping Crate","bfa_theme","acquisition_bfa_confirmed","bfa","Inscription Battle for Azeroth Inscription (140)","","","","1260593","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9038/proudmoore-shipping-crate-9038/"
"9039","Small Hull'n'Home Table","bfa_theme","acquisition_bfa_confirmed","bfa","Janey Forrest (Tiragarde Sound) 450 War Resources","","","246721","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9039/small-hullnhome-table-9039/"
"9040","Large Hull'n'Home Table","bfa_theme","acquisition_bfa_confirmed","bfa","Janey Forrest (Tiragarde Sound) 750 War Resources","","","246721","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9040/large-hullnhome-table-9040/"
"9041","Admiral's Chandelier","bfa_theme","acquisition_bfa_confirmed","bfa","Mountain Sounds Delphine 250 War Resources","","48089","252316","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9041/admirals-chandelier-9041/"
"9042","Hull'n'Home Dresser","bfa_theme","acquisition_bfa_confirmed","bfa","Janey Forrest (Tiragarde Sound) 500 War Resources","","","246721","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9042/hullnhome-dresser-9042/"
"9043","Bowhull Bookcase","bfa_theme","acquisition_bfa_confirmed","bfa","Caspian (Stormsong Valley) 550 War Resources","","","252313","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9043/bowhull-bookcase-9043/"
"9044","Brennadam Coop","bfa_theme","acquisition_bfa_confirmed","bfa","Carry On (Tiragarde Sound, Stormsong Valley) Caspian (Stormsong Valley) 450 War Resources","","51401","252313","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9044/brennadam-coop-9044/"
"9045","Admiralty's Copper Lantern","bfa_theme","acquisition_bfa_confirmed","bfa","Caspian (Stormsong Valley) 125 War Resources","","","252313","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9045/admiraltys-copper-lantern-9045/"
"9046","Brennadam Grinder","bfa_theme","acquisition_bfa_confirmed","bfa","Blacksmithing Battle for Azeroth Blacksmithing (140)","","","","1260691","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9046/brennadam-grinder-9046/"
"9047","Stormsong Water Pump","bfa_theme","acquisition_bfa_confirmed","bfa","Caspian (Stormsong Valley) 200 War Resources","","","252313","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9047/stormsong-water-pump-9047/"
"9048","Stormsong Stove","bfa_theme","acquisition_bfa_confirmed","bfa","Blacksmithing Battle for Azeroth Blacksmithing (140)","","","","1260692","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9048/stormsong-stove-9048/"
"9049","Tiragarde Emblem","bfa_theme","acquisition_bfa_confirmed","bfa","War Marches On (Tiragarde Sound) Pearl Barlow (Tiragarde Sound) 500 War Resources","","53887","252345","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9049/tiragarde-emblem-9049/"
"9050","Boralus Bookshelf","bfa_theme","acquisition_bfa_confirmed","bfa","Inscription Battle for Azeroth Inscription (140)","","","","1260596","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9050/boralus-bookshelf-9050/"
"9051","Tidesage's Double Bookshelves","bfa_theme","acquisition_bfa_confirmed","bfa","Provisioner Fray (Boralus) 450 War Resources","","","135808","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9051/tidesages-double-bookshelves-9051/"
"9052","Admiral's Bed","bfa_theme","acquisition_bfa_confirmed","bfa","Allegiance of Kul Tiras (Stormwind City, Boralus Harbor, Stormsong Valley) Pearl Barlow (Tiragarde Sound) 550 War Resources","","53720","252345","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9052/admirals-bed-9052/"
"9053","Hull'n'Home Chair","bfa_theme","acquisition_bfa_confirmed","bfa","Janey Forrest (Tiragarde Sound) 300 War Resources","","","246721","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9053/hullnhome-chair-9053/"
"9054","Admiral's Low-Hanging Chandelier","bfa_theme","acquisition_bfa_confirmed","bfa","Delphine 250 War Resources","","","252316","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9054/admirals-low-hanging-chandelier-9054/"
"9055","Green Boralus Market Tent","bfa_theme","acquisition_bfa_confirmed","bfa","Stow and Go Pearl Barlow (Tiragarde Sound) 375 War Resources","","47489","252345","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9055/green-boralus-market-tent-9055/"
"9139","Copper Stormsong Well","bfa_theme","acquisition_bfa_confirmed","bfa","Caspian (Stormsong Valley) 800 War Resources","","","252313","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9139/copper-stormsong-well-9139/"
"9140","Tiragarde Treasure Chest","bfa_theme","acquisition_bfa_confirmed","bfa","The Long Con Pearl Barlow (Tiragarde Sound) 650 War Resources","13049","","252345","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9140/tiragarde-treasure-chest-9140/"
"9141","Proudmoore Green Drape","bfa_theme","acquisition_bfa_confirmed","bfa","The Pride of Kul Tiras Pearl Barlow (Tiragarde Sound) 300 War Resources","12997","","252345","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9141/proudmoore-green-drape-9141/"
"9142","Copper Tidesage's Sconce","bfa_theme","acquisition_bfa_confirmed","bfa","Storm's Vengeance (Stormsong Valley) Caspian (Stormsong Valley) 175 War Resources","","50611","252313","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9142/copper-tidesages-sconce-9142/"
"9166","Seaworthy Boralus Bell","bfa_theme","acquisition_bfa_confirmed","bfa","My Brother's Keeper (Dustwallow Marsh, Tiragarde Sound) Pearl Barlow (Tiragarde Sound) 800 War Resources","","55045","252345","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9166/seaworthy-boralus-bell-9166/"
"10887","Gnomish Tesla Tower","bfa_theme","acquisition_bfa_confirmed","bfa","Operation: Mechagon King Mechagon","","","","","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/10887/gnomish-tesla-tower-10887/"
"11319","Zandalari War Chandelier","full_catalog_acquisition_match","acquisition_bfa_confirmed","bfa","T'lama (Zuldazar) 300 War Resources","","","252326","","1560","","Acquisition source or required content is Battle for Azeroth despite another expansion theme tag","https://housing.wowdb.com/decor/11319/zandalari-war-chandelier-11319/"
"11381","Boralus Bottle Lamp","bfa_theme","acquisition_bfa_confirmed","bfa","Alchemy Battle for Azeroth Alchemy (140)","","","","1262005","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/11381/boralus-bottle-lamp-11381/"
"11382","Zandalari Bottle Shipment","bfa_theme","acquisition_bfa_confirmed","bfa","Alchemy Battle for Azeroth Alchemy (140)","","","","1262151","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/11382/zandalari-bottle-shipment-11382/"
"11484","Zandalari War Torch","full_catalog_acquisition_match","acquisition_bfa_confirmed","bfa","Provisioner Lija (Nazmir) 150 War Resources","","","135459","","1560","","Acquisition source or required content is Battle for Azeroth despite another expansion theme tag","https://housing.wowdb.com/decor/11484/zandalari-war-torch-11484/"
"11489","Zandalari War Brazier","full_catalog_acquisition_match","acquisition_bfa_confirmed","bfa","T'lama (Zuldazar) 300 War Resources","","","252326","","1560","","Acquisition source or required content is Battle for Azeroth despite another expansion theme tag","https://housing.wowdb.com/decor/11489/zandalari-war-brazier-11489/"
"11814","Gnomeregan Recyli-Kiln","bfa_theme","acquisition_bfa_confirmed","bfa","Strange Recycling Requisition (Mechagon)","","","","","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/11814/gnomeregan-recyli-kiln-11814/"
"12162","Sandfury Diplomat's Banner","bfa_theme","acquisition_bfa_confirmed","bfa","Leatherworking Battle for Azeroth Leatherworking (140)","","","","1263859","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/12162/sandfury-diplomats-banner-12162/"
"12163","Tidesage's Totem","bfa_theme","acquisition_bfa_confirmed","bfa","Enchanting Battle for Azeroth Enchanting (140)","","","","1263870","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/12163/tidesages-totem-12163/"
"12164","Drust Enchanter's Rod","bfa_theme","acquisition_bfa_confirmed","bfa","Enchanting Battle for Azeroth Enchanting (140)","","","","1263877","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/12164/drust-enchanters-rod-12164/"
"12210","Hull'n'Home Window","bfa_theme","acquisition_bfa_confirmed","bfa","Janey Forrest (Tiragarde Sound) 175 War Resources","","","246721","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/12210/hullnhome-window-12210/"
"18484","Crucible Votive Rack","bfa_theme","acquisition_bfa_confirmed","bfa","Zaxasj the Speaker (Crucible of Storms) Crucible of Storms The Restless Cabal","","","","","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/18484/crucible-votive-rack-18484/"
"26198","Hatchery of Hissing Eggs","bfa_theme","acquisition_bfa_confirmed","bfa","Temple of Sethraliss Avatar of Sethraliss","","","","","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/26198/hatchery-of-hissing-eggs-26198/"
"26208","Royal Attendant's Coffin","bfa_theme","acquisition_bfa_confirmed","bfa","Kings' Rest Dazar, The First King","","","","","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/26208/royal-attendants-coffin-26208/"
