decision,decision_basis,achievement_id,title,description,root_category,category_id,category_path,points,flags,criteria_tree_id,reward_item_id,att_source_files,followup_reason
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,12895,Honor Level 15,Reach Honor Level 15.,Player vs. Player,15266,Player vs. Player > Honor,10,131072,68203,140228,PVP.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,12902,Honor Level 30,Reach Honor Level 30.,Player vs. Player,15266,Player vs. Player > Honor,10,131072,68281,134031,PVP.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,12903,Honor Level 40,Reach Honor Level 40.,Player vs. Player,15266,Player vs. Player > Honor,10,131072,68283,140233,PVP.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,12905,Honor Level 60,Reach Honor Level 60.,Player vs. Player,15266,Player vs. Player > Honor,10,131072,68287,134032,PVP.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,12906,Honor Level 70,Reach Honor Level 70.,Player vs. Player,15266,Player vs. Player > Honor,10,131072,68289,140408,PVP.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,12908,Honor Level 90,Reach Honor Level 90.,Player vs. Player,15266,Player vs. Player > Honor,10,131072,68293,134034,PVP.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,12910,Honor Level 125,Reach Honor Level 125.,Player vs. Player,15266,Player vs. Player > Honor,10,131072,68297,140232,PVP.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,12911,Honor Level 150,Reach Honor Level 150.,Player vs. Player,15266,Player vs. Player > Honor,10,131072,68299,140230,PVP.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,12912,Honor Level 175,Reach Honor Level 175.,Player vs. Player,15266,Player vs. Player > Honor,10,131072,68301,164310,PVP.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,12914,Honor Level 250,Reach Honor Level 250.,Player vs. Player,15266,Player vs. Player > Honor,10,131072,68305,140407,PVP.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,12917,Honor Level 500,Reach Honor Level 500.,Player vs. Player,15266,Player vs. Player > Honor,10,131072,68311,164250,PVP.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,12931,No Stable Big Enough,Obtain 350 mounts (usable by a single character).,Collections,15248,Collections > Mounts,10,131072,68371,137614,Character.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,12932,No Stable Big Enough,Obtain 350 mounts (usable by a single character).,Collections,15248,Collections > Mounts,10,131072,68373,137614,Character.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,12933,A Horde of Hoofbeats,Obtain 400 mounts (usable by a single character).,Collections,15248,Collections > Mounts,10,131072,68377,163981,Character.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,12934,A Horde of Hoofbeats,Obtain 400 mounts (usable by a single character).,Collections,15248,Collections > Mounts,10,131072,68375,163981,Character.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,12961,Gladiator: Battle for Azeroth Season 1,Win 50 3v3 games while at Elite rank during Battle for Azeroth Season 1.,Feats of Strength,15270,Feats of Strength > Player vs. Player,0,14336,68994,156879,PVP.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,12991,"New Mog, G'huun This?",Collect an armor set from Uldir.,Collections,15259,Collections > Appearances,10,131072,68509,0,Instances.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,12992,Pet Emporium,Collect 800 unique pets.,Pet Battles,15118,Pet Battles > Collect,10,143360,68513,163220,Character.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,12993,Don't Warfront Me,Collect any armor set from Battle for Azeroth PvP Season 1 or the Arathi Warfront.,Collections,15259,Collections > Appearances,10,131072,68511,0,ExpansionFeatures.lua;PVP.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,12996,Toybox Tycoon,Collect 400 toys.,Collections,15247,Collections > Toy Box,10,131072,68526,163244,Character.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,13212,Gladiator: Battle for Azeroth Season 2,Win 50 3v3 games while at Elite rank during Battle for Azeroth Season 2.,Feats of Strength,15270,Feats of Strength > Player vs. Player,0,14336,72393,156880,PVP.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,13269,Pet Battle Challenge: Gnomeregan,Complete the Pet Battle Challenge in Gnomeregan,Pet Battles,15117,Pet Battles,5,131072,71721,165894,Character.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,13279,Family Battler,Complete the following achievements.,Pet Battles,15119,Pet Battles > Battle,10,135168,71769,165907,Zones.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,13315,Glory of the Dazar'alor Raider,Complete the Battle of Dazar'alor raid achievements listed below.,Dungeons & Raids,168,Dungeons & Raids,25,143360,72224,166539,Instances.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,13385,Daz'aling Attire,Collect an armor set from the Battle of Dazar'alor.,Collections,15259,Collections > Appearances,10,131072,72398,0,Instances.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,13433,"Tall, Dark, and Sinister",Collect any armor set from Battle for Azeroth PvP Season 2 or the Darkshore Warfront.,Collections,15259,Collections > Appearances,10,131072,72525,0,ExpansionFeatures.lua;PVP.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,13469,Raiding with Leashes VI: Pets of Pandaria,"Collect all of the battle pets listed below from Mogu'shan Vaults, Terrace of Endless Spring, and Heart of Fear.",Pet Battles,15118,Pet Battles > Collect,10,131072,78431,167057,Instances.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,13502,Secret Fish and Where to Find Them,Use the Secret Fish Goggles to collect all the secret fish.,Professions,171,Professions > Fishing,10,131072,79295,168016,Professions.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,13513,Available in Eight Colors,Collect all the paint colors for the X-995 Mechanocat.,Collections,15248,Collections > Mounts,5,131072,79368,0,Zones.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,13571,Under the Seams,Collect an armor set from The Eternal Palace.,Collections,15259,Collections > Appearances,10,131072,80203,0,Instances.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,13585,"Never Lose, Never Choose To",Collect any armor set from Battle for Azeroth PvP Season 3.,Collections,15259,Collections > Appearances,10,131072,80299,0,PVP.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,13627,Pet Battle Challenge: Stratholme,Complete the Pet Battle Challenge in Stratholme,Pet Battles,15117,Pet Battles,5,131072,80486,169670,Character.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,13647,Gladiator: Battle for Azeroth Season 3,Win 50 3v3 games while at Elite rank during Battle for Azeroth Season 3.,Feats of Strength,15270,Feats of Strength > Player vs. Player,0,14336,80521,156881,PVP.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,13687,Glory of the Eternal Raider,Complete the Eternal Palace raid achievements listed below.,Dungeons & Raids,168,Dungeons & Raids,25,143360,80588,167171,Instances.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,13695,Team Aquashock,Complete all of the Nazjatar and Mechagon pet battle achievements listed below.,Pet Battles,15117,Pet Battles,10,131072,80737,169349,Zones.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,13766,Malowned,Defeat Postmaster Malown in a pet battle.,Pet Battles,15119,Pet Battles > Battle,10,131072,81242,170102,Character.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,13931,"Memories of Fel, Frost and Fire",Defeated the Chromie's Memories events during the WoW 15th Anniversary celebration.,Feats of Strength,15274,Feats of Strength > Events,0,133120,82378,172012,Holidays.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,13967,Gladiator: Battle for Azeroth Season 4,Win 50 3v3 games while at Elite rank during Battle for Azeroth Season 4.,Feats of Strength,15270,Feats of Strength > Player vs. Player,0,14336,82631,156884,PVP.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,14020,Pet Battle Challenge: Blackrock Depths,Complete Pet Battle Challenge in Blackrock Depths.,Pet Battles,15117,Pet Battles,5,131072,82877,174830,Character.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,14021,The Shadows Revealed,Complete all of the Pet Battle Challenge achievements listed below.,Pet Battles,15117,Pet Battles,10,131072,82879,174871,Character.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,14058,All Eyes On Me,"Collect an armor set from Ny'alotha, the Waking City.",Collections,15259,Collections > Appearances,10,131072,83219,0,Instances.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,14059,The Eyes Have It,Collect any armor set from Battle for Azeroth PvP Season 4.,Collections,15259,Collections > Appearances,10,131072,83212,0,PVP.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,14145,Battle for Azeroth Keystone Master: Season Four,"Complete all Battle for Azeroth Season Four dungeons at Mythic Level 15 or higher, within the time limit.",Feats of Strength,15272,Feats of Strength > Dungeons,0,133120,83481,174836,Instances.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,14146,Glory of the Ny'alotha Raider,"Complete the Ny'alotha, the Waking City raid achievements listed below.",Dungeons & Raids,168,Dungeons & Raids,25,143360,83515,174861,Instances.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,14322,Glory of the Shadowlands Hero,Complete the Shadowlands Mythic dungeon achievements listed below.,Dungeons & Raids,168,Dungeons & Raids,25,143360,85849,184183,Instances.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,14355,Glory of the Nathria Raider,Complete the Castle Nathria raid achievements listed below.,Dungeons & Raids,168,Dungeons & Raids,25,143360,86465,182596,Instances.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,14532,Shadowlands Keystone Master: Season One,"Complete all Shadowlands Season One dungeons at Mythic Level 15 or higher, within the time limit.",Feats of Strength,15272,Feats of Strength > Dungeons,0,133120,87336,182717,Instances.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,14614,Castle Vain,Collect an armor set from Castle Nathria.,Collections,15259,Collections > Appearances,10,131072,87413,0,Instances.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,14689,Gladiator: Shadowlands Season 1,Win 50 3v3 games while at Elite rank during Shadowlands Season 1.,Feats of Strength,15270,Feats of Strength > Player vs. Player,0,14336,87843,183937,PVP.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,14831,"I Live, I Die, I Queue Again",Collect any armor set from Shadowlands PvP Season 1.,Collections,15259,Collections > Appearances,10,131072,89187,0,PVP.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,14879,Family Exorcist,Complete the following achievements.,Pet Battles,15119,Pet Battles > Battle,10,135168,90020,184509,Zones.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,14972,Gladiator: Shadowlands Season 2,Win 50 3v3 games while at Elite rank during Shadowlands Season 2.,Feats of Strength,15270,Feats of Strength > Player vs. Player,0,14336,91116,186177,PVP.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,15078,Shadowlands Keystone Master: Season Two,Attain a Mythic+ Rating of at least 2000 during Shadowlands Season Two.,Feats of Strength,15272,Feats of Strength > Dungeons,0,133120,91799,187525,Instances.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,15102,It's Off the Chain!,Collect any armor set from Shadowlands PvP Season 2.,Collections,15259,Collections > Appearances,10,131072,91904,0,PVP.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,15110,Dominating the Catwalk,Collect an armor set from Sanctum of Domination.,Collections,15259,Collections > Appearances,10,131072,91984,0,Instances.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,15130,Glory of the Dominant Raider,Complete the Sanctum of Domination raid achievements listed below.,Dungeons & Raids,168,Dungeons & Raids,25,143360,92077,186653,Instances.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,15310,A Tour of Towers,Complete every unique challenge available at the Mage Tower during Legion Timewalking.,World Events,15454,World Events > Timewalking,20,131072,94127,188674,ExpansionFeatures.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,15352,Gladiator: Shadowlands Season 3,Win 50 3v3 games while at Elite rank during Shadowlands Season 3.,Feats of Strength,15270,Feats of Strength > Player vs. Player,0,14336,94416,189507,PVP.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,15408,Cosmic Chic,Collect any armor set from Shadowlands PvP Season 3 or Season 4.,Collections,15259,Collections > Appearances,10,131072,94842,0,PVP.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,15409,First Wonders,Collect an armor set from Sepulcher of the First Ones.,Collections,15259,Collections > Appearances,10,131072,94844,0,Instances.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,15491,Glory of the Sepulcher Raider,Complete the Sepulcher of the First Ones raid achievements listed below.,Dungeons & Raids,168,Dungeons & Raids,25,143360,95109,187675,Instances.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,15499,Shadowlands Keystone Master: Season Three,Attain a Mythic+ Rating of at least 2500 during Shadowlands Season Three.,Feats of Strength,15272,Feats of Strength > Dungeons,0,133120,95138,187682,Instances.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,15605,Gladiator: Shadowlands Season 4,Win 50 3v3 games while at Elite rank during Shadowlands Season 4.,Feats of Strength,15270,Feats of Strength > Player vs. Player,0,14336,95541,191290,PVP.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,15641,Many More Mini Minions,Collect 1200 unique pets.,Pet Battles,15118,Pet Battles > Collect,10,143360,134003,191941,Character.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,15642,Proven Pet Parent,Collect 1400 unique pets.,Pet Battles,15118,Pet Battles > Collect,10,143360,134005,191936,Character.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,15643,What Can I Say? They Love Me.,Collect 1600 unique pets.,Pet Battles,15118,Pet Battles > Collect,10,143360,134007,191932,Character.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,15690,Shadowlands Keystone Master: Season Four,Attain a Mythic+ Rating of at least 2000 during Shadowlands Season Four.,Feats of Strength,15272,Feats of Strength > Dungeons,0,133120,134367,192557,Instances.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,15833,Thanks for the Carry!,Obtain 500 mounts (usable by a single character).,Collections,15248,Collections > Mounts,10,131072,135858,198654,Character.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,15834,Thanks for the Carry!,Obtain 500 mounts (usable by a single character).,Collections,15248,Collections > Mounts,10,131072,135860,198654,Character.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,15957,Gladiator: Dragonflight Season 1,Win 50 3v3 games while at Elite rank during Dragonflight Season 1.,Feats of Strength,15270,Feats of Strength > Player vs. Player,0,14336,136890,202086,PVP.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,16295,Glory of the Dragonflight Hero,Complete the Dragonflight Mythic dungeon achievements listed below.,Dungeons & Raids,168,Dungeons & Raids,25,143360,137484,192784,Instances.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,16355,Glory of the Vault Raider,Complete the Vault of the Incarnates raid achievements listed below.,Dungeons & Raids,168,Dungeons & Raids,25,143360,138175,192806,Instances.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,16395,Vaulternative Fashion,Collect an armor set from Vault of the Incarnates.,Collections,15259,Collections > Appearances,10,131072,138313,0,Instances.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,16512,Family Battler of the Dragon Isles,Complete the following achievements.,Pet Battles,15119,Pet Battles > Battle,10,135168,138867,200874,Zones.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,16649,Dragonflight Keystone Master: Season One,Attain a Mythic+ Rating of at least 2000 during Dragonflight Season One.,Feats of Strength,15272,Feats of Strength > Dungeons,0,133120,139652,199412,Instances.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,16764,Crimson Carpet Fashion,Collect any armor set from Dragonflight PvP Season 1.,Collections,15259,Collections > Appearances,10,131072,142321,0,PVP.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,17119,Deep Cuts From the Vault,Complete one of the achievements or feats of strength listed below.,Collections,15259,Collections > Appearances,10,131072,141945,0,ExpansionFeatures.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,17344,"Warcraft Rumble Minis, Get 'Em All!",Collect all seven Warcraft Rumble Minis.,Collections,15247,Collections > Toy Box,10,131072,142780,0,Promotions.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,17346,"Warcraft Rumble Minis, Maiev's New Look",Upgrade Maiev once.,Collections,15247,Collections > Toy Box,5,131072,142790,0,Promotions.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,17347,"Warcraft Rumble Minis, Sneed's New Look",Upgrade Sneed once.,Collections,15247,Collections > Toy Box,5,131072,142792,0,Promotions.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,17348,"Warcraft Rumble Minis, Huntress' New Look",Upgrade The Night Elf Huntress once.,Collections,15247,Collections > Toy Box,5,131072,142794,0,Promotions.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,17349,"Warcraft Rumble Minis, Tauren's New Look",Upgrade the Stonehoof Tauren once.,Collections,15247,Collections > Toy Box,5,131072,142796,0,Promotions.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,17350,"Warcraft Rumble Minis, Ghoul's New Look",Upgrade the Undead Ghoul once.,Collections,15247,Collections > Toy Box,5,131072,142798,0,Promotions.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,17351,"Warcraft Rumble Minis, Murloc's New Look",Upgrade the Murloc once.,Collections,15247,Collections > Toy Box,5,131072,142800,0,Promotions.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,17352,"Warcraft Rumble Minis, Whelp Egg's New Look",Upgrade the Whelp Egg once.,Collections,15247,Collections > Toy Box,5,131072,142802,0,Promotions.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,17353,"Warcraft Rumble Minis, Maiev's Newer Look",Upgrade Maiev twice.,Collections,15247,Collections > Toy Box,5,131072,142804,0,Promotions.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,17354,"Warcraft Rumble Minis, Sneed's Newer Look",Upgrade Sneed twice.,Collections,15247,Collections > Toy Box,5,131072,142806,0,Promotions.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,17355,"Warcraft Rumble Minis, Huntress' Newer Look",Upgrade The Night Elf Huntress twice.,Collections,15247,Collections > Toy Box,5,131072,142808,0,Promotions.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,17356,"Warcraft Rumble Minis, Tauren's Newer Look",Upgrade the Stonehoof Tauren twice.,Collections,15247,Collections > Toy Box,5,131072,142810,0,Promotions.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,17357,"Warcraft Rumble Minis, Ghoul's Newer Look",Upgrade the Undead Ghoul twice.,Collections,15247,Collections > Toy Box,5,131072,142812,0,Promotions.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,17358,"Warcraft Rumble Minis, Murloc's Newer Look",Upgrade the Murloc twice.,Collections,15247,Collections > Toy Box,5,131072,142814,0,Promotions.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,17359,"Warcraft Rumble Minis, Whelp Egg's Newer Look",Upgrade the Whelp Egg twice.,Collections,15247,Collections > Toy Box,5,131072,142816,0,Promotions.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,17360,"Warcraft Rumble Minis, New Looks!",Upgrade all seven Warcraft Rumble Minis once.,Collections,15247,Collections > Toy Box,10,131072,142823,0,Promotions.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,17740,Gladiator: Dragonflight Season 2,Win 50 3v3 games while at Elite rank during Dragonflight Season 2.,Feats of Strength,15270,Feats of Strength > Player vs. Player,0,14336,144665,205233,PVP.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,17765,What We Wear In The Shadowflame,"Collect an armor set from Aberrus, the Shadowed Crucible.",Collections,15259,Collections > Appearances,10,131072,144729,0,Instances.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,17841,Pyramid Scheme,Bring Barter Boulders to barter boldly with Ponzo and bring back his hat.,Collections,15246,Collections,5,131072,144970,0,ExpansionFeatures.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,17844,Dragonflight Keystone Master: Season Two,Attain a Mythic+ Rating of at least 2000 during Dragonflight Season Two.,Feats of Strength,15272,Feats of Strength > Dungeons,0,133120,145034,204798,Instances.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,17934,Family Battler of Zaralek Cavern,Complete the following achievements.,Pet Battles,15119,Pet Battles > Battle,10,135168,145164,193377,Zones.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,18249,Obsidian Tie Event,Collect any armor set from Dragonflight PvP Season 2.,Collections,15259,Collections > Appearances,10,131072,145881,0,PVP.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,18251,Glory of the Aberrus Raider,"Complete the Aberrus, the Shadowed Crucible raid achievements listed below.",Dungeons & Raids,168,Dungeons & Raids,25,143360,145901,205205,Instances.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,18557,"Never Bothered, Anyway",Collect the Sapphiron's Bane crafted set for any armor type.,Collections,15259,Collections > Appearances,10,131072,147217,0,Zones.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,19011,Dragonflight Keystone Master: Season Three,Attain a Mythic+ Rating of at least 2000 during Dragonflight Season Three.,Feats of Strength,15272,Feats of Strength > Dungeons,0,133120,149688,209060,Instances.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,19079,Master of the Turbulent Timeways,Gain Mastery of Timeways for 5 weeks during the Turbulent Timeways event.,Feats of Strength,15274,Feats of Strength > Events,0,133120,150048,205208,Holidays.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,19091,Gladiator: Dragonflight Season 3,Win 50 3v3 games while at Elite rank during Dragonflight Season 3.,Feats of Strength,15270,Feats of Strength > Player vs. Player,0,14336,150280,210345,PVP.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,19276,Verdant Vogue,Collect any armor set from Dragonflight PvP Season 3 or Season 4.,Collections,15259,Collections > Appearances,10,131072,150761,0,PVP.lua,collection_category
