recipe_spell_id,name,status,cause,current_source,upstream_file,upstream_line,next_action
225535,Glyph of Arachnophobia,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,831,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225536,Glyph of Nesingwary's Nemeses,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,846,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225538,Glyph of the Dire Stable,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,856,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225539,Glyph of the Goblin Anti-Grav Flare,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,860,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225541,Glyph of the Hook,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,861,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225543,Glyph of the Trident,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,871,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225545,Glyph of Polymorphic Proportions,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,848,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225546,Glyph of Smolder,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,850,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225547,Glyph of Yu'lon's Grace,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,873,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225548,Glyph of Burnout,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,834,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225549,Glyph of Flash Bang,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,842,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225550,Glyph of Critterhex,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,837,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225551,Glyph of Flickering,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,843,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225552,Glyph of Pebbles,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,847,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225553,Grimoire of the Abyssal,omitted_source_classification_conflict,conditional_before_10_1_5_branch_overwrites_retail,,Inscription-upstream.lua,916,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225554,Glyph of the Inquisitor's Eye,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,862,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225556,Grimoire of the Shivarra,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,869,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225558,Grimoire of the Voidlord,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,872,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225559,Grimoire of Wrathguard,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,1017,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225560,Glyph of the Blazing Savior,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,853,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
226248,Codex of the Tranquil Mind [Rank 1],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,826,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
227043,Tome of the Tranquil Mind,shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,883,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
227239,Codex of the Tranquil Mind [Rank 2],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,827,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
227240,Codex of the Tranquil Mind [Rank 3],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,828,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
227561,Tome of the Clear Mind,shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,882,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
227562,Codex of the Clear Mind,shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,825,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
228381,Glyph of Falling Thunder,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,838,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
229177,Vantus Rune: Odyn [Rank 1],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,994,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
229178,Vantus Rune: Guarm [Rank 1],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,979,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
229179,Vantus Rune: Helya [Rank 1],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,985,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
229180,Vantus Rune: Odyn [Rank 2],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,995,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
229181,Vantus Rune: Guarm [Rank 2],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,980,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
229182,Vantus Rune: Helya [Rank 2],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,986,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
229183,Vantus Rune: Odyn [Rank 3],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,996,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
229184,Vantus Rune: Guarm [Rank 3],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,981,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
229185,Vantus Rune: Helya [Rank 3],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,987,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
232274,Glyph of Crackling Ox Lightning,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,970,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
232275,Glyph of the Trusted Steed,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,971,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
233278,Glyph of Twilight Bloom,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,972,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
238577,Vantus Rune: Tomb of Sargeras [Rank 1],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,1026,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
238578,Vantus Rune: Tomb of Sargeras [Rank 2],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,1027,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
238579,Vantus Rune: Tomb of Sargeras [Rank 3],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,1028,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
240272,Grimoire of the Shadow Succubus,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,1016,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
246982,Glyph of Ember Shards,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,1024,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
246984,Glyph of Floating Shards,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,1025,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
246999,Glyph of Fel-Touched Shards,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,1034,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
247614,"Vantus Rune: Antorus, the Burning Throne [Rank 1]",shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,1038,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
247615,"Vantus Rune: Antorus, the Burning Throne [Rank 2]",shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,1039,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
247616,"Vantus Rune: Antorus, the Burning Throne [Rank 3]",shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,1040,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
247861,Mass Mill Astral Glory,shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,1037,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
254227,Glyph of the Lightspawn,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,1035,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
254231,Glyph of the Voidling,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,1036,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
254238,Glyph of Dark Absolution,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,1033,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
