decor_id,catalog_name,status,acquisition_expansion,source_text,achievement_ids,quest_ids,npc_ids,spell_ids,currency_ids,classification_note,acquisition_source_url
"10965","Five Flights' Grimoire","acquisition_dragonflight_confirmed","dragonflight","Crafting: Enchanting Profession: Dragon Isles Enchanting (80)","","","","1261919","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/10965/five-flights-grimoire-10965/"
"11137","Qalashi Goulash","acquisition_dragonflight_confirmed","dragonflight","Drop: Warlord Sargha (Neltharus)","","","","","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/11137/qalashi-goulash-11137/"
"11162","Wingrest Signal Brazier","acquisition_dragonflight_confirmed","dragonflight","Crafting: Blacksmithing Profession: Dragon Isles Blacksmithing (80)","","","","1261896","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/11162/wingrest-signal-brazier-11162/"
"11163","Valdrakken Hanging Lamp","acquisition_dragonflight_confirmed","dragonflight","Encounter: Kyrakka and Erkhart Stormvein","","","","","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/11163/valdrakken-hanging-lamp-11163/"
"11164","Valdrakken Lamppost","acquisition_dragonflight_confirmed","dragonflight","Enforced Relaxation (Thaldraszus) Silvrath (Valdrakken) 200 Dragon Isles Supplies","","70745","253067","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/11164/valdrakken-lamppost-11164/"
"11165","Valdrakken Hanging Cauldron","acquisition_dragonflight_confirmed","dragonflight","Crafting: Blacksmithing Profession: Dragon Isles Blacksmithing (80)","","","","1261892","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/11165/valdrakken-hanging-cauldron-11165/"
"11322","Pentagonal Valdrakken Tapestry","catalog_hidden_unobtainable","","","","","","","","No acquisition source; current HouseDecor flags include HiddenInCatalog","https://housing.wowdb.com/decor/11322/pentagonal-valdrakken-tapestry-11322/"
"11387","Dragon's Elixir Bottle","acquisition_dragonflight_confirmed","dragonflight","Crafting: Alchemy Profession: Dragon Isles Alchemy (80)","","","","1261882","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/11387/dragons-elixir-bottle-11387/"
"11388","Tapestry of the Five Flights","acquisition_dragonflight_confirmed","dragonflight","Crafting: Tailoring Profession: Dragon Isles Tailoring (80)","","","","1261940","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/11388/tapestry-of-the-five-flights-11388/"
"11454","Large Brazier of Elune","acquisition_dragonflight_confirmed","dragonflight","A Multi-Front Battle (Emerald Dream) Moon Priestess Lasara (Amirdrassil) 300 Dragon Isles Supplies","","77283","216286","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/11454/large-brazier-of-elune-11454/"
"11929","Titanic Tyrhold Fountain","acquisition_dragonflight_confirmed","dragonflight","Crafting: Engineering Profession: Dragon Isles Engineering (80)","","","","1263237","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/11929/titanic-tyrhold-fountain-11929/"
"14330","Valdrakken Bookcase","acquisition_dragonflight_confirmed","dragonflight","Encounter: Echo of Doragosa (Algeth'ar Academy)","","","","","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/14330/valdrakken-bookcase-14330/"
"16015","Valdrakken Wall Shelf","acquisition_dragonflight_confirmed","dragonflight","Crafting: Inscription Profession: Dragon Isles Inscription (80)","","","","1272572","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/16015/valdrakken-wall-shelf-16015/"
"16227","Decorated Underground Table","acquisition_midnight_confirmed","midnight","Harlowe Marl (Founder's Point) 15 Community Coupons","","","257897","","3363","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/16227/decorated-underground-table-16227/"
"16228","Loamm Bartering Stall","acquisition_midnight_confirmed","midnight","Harlowe Marl (Founder's Point) 20 Community Coupons","","","257897","","3363","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/16228/loamm-bartering-stall-16228/"
"16229","Ceramic Loamm Bowl","acquisition_midnight_confirmed","midnight","Harlowe Marl (Founder's Point) 5 Community Coupons","","","257897","","3363","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/16229/ceramic-loamm-bowl-16229/"
"16230","Zaralek Candles","acquisition_midnight_confirmed","midnight","Harlowe Marl (Founder's Point) 2 Community Coupons","","","257897","","3363","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/16230/zaralek-candles-16230/"
"16231","Loamm Archway","acquisition_midnight_confirmed","midnight","Harlowe Marl (Founder's Point) 20 Community Coupons","","","257897","","3363","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/16231/loamm-archway-16231/"
"16232","Gooey Niffen Jar","acquisition_midnight_confirmed","midnight","Harlowe Marl (Founder's Point) 5 Community Coupons","","","257897","","3363","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/16232/gooey-niffen-jar-16232/"
"16233","Zaralek Snail Cart","acquisition_midnight_confirmed","midnight","Harlowe Marl (Founder's Point) 20 Community Coupons","","","257897","","3363","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/16233/zaralek-snail-cart-16233/"
"16234","Strong Sniffin' Incense","acquisition_midnight_confirmed","midnight","Harlowe Marl (Founder's Point) 2 Community Coupons","","","257897","","3363","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/16234/strong-sniffin-incense-16234/"
"16235","Underdecorated Underground Table","acquisition_midnight_confirmed","midnight","Harlowe Marl (Founder's Point) 15 Community Coupons","","","257897","","3363","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/16235/underdecorated-underground-table-16235/"
"16236","Loamm Wheelpot","acquisition_midnight_confirmed","midnight","Harlowe Marl (Founder's Point) 10 Community Coupons","","","257897","","3363","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/16236/loamm-wheelpot-16236/"
"16237","Kilnmaster's Bucket","acquisition_midnight_confirmed","midnight","Harlowe Marl (Founder's Point) 5 Community Coupons","","","257897","","3363","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/16237/kilnmasters-bucket-16237/"
"16315","Hearty Niffen Grub","acquisition_midnight_confirmed","midnight","Harlowe Marl (Founder's Point) 5 Community Coupons","","","257897","","3363","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/16315/hearty-niffen-grub-16315/"
"23176","Maruukai Barricade","acquisition_midnight_confirmed","midnight","Roshai Lightstep (Founder's Point)","","","265551","","","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/23176/maruukai-barricade-23176/"
"23177","Wide Maruukai Barricade","acquisition_midnight_confirmed","midnight","Roshai Lightstep (Founder's Point)","","","265551","","","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/23177/wide-maruukai-barricade-23177/"
"23178","Maruukai Storage Basket","acquisition_midnight_confirmed","midnight","Roshai Lightstep (Founder's Point)","","","265551","","","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/23178/maruukai-storage-basket-23178/"
"23179","Open Maruukai Storage Basket","acquisition_midnight_confirmed","midnight","Roshai Lightstep (Razorwind Shores)","","","265551","","","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/23179/open-maruukai-storage-basket-23179/"
"23180","Maruukai Wooden Table","acquisition_midnight_confirmed","midnight","Roshai Lightstep (Razorwind Shores)","","","265551","","","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/23180/maruukai-wooden-table-23180/"
"23181","Maruukai Feast Table","acquisition_midnight_confirmed","midnight","Roshai Lightstep (Founder's Point)","","","265551","","","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/23181/maruukai-feast-table-23181/"
"23182","Bakar's Napping Rug","acquisition_midnight_confirmed","midnight","Roshai Lightstep (Founder's Point)","","","265551","","","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/23182/bakars-napping-rug-23182/"
"23183","Ornate Khanam's Rug","acquisition_midnight_confirmed","midnight","Roshai Lightstep (Razorwind Shores)","","","265551","","","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/23183/ornate-khanams-rug-23183/"
"23184","Large Ornate Khanam's Rug","acquisition_midnight_confirmed","midnight","Roshai Lightstep (Founder's Point)","","","265551","","","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/23184/large-ornate-khanams-rug-23184/"
"23185","Maruukai Chef's Stove","acquisition_midnight_confirmed","midnight","Roshai Lightstep (Founder's Point)","","","265551","","","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/23185/maruukai-chefs-stove-23185/"
"23186","Tapered Maruukai Barricade","acquisition_midnight_confirmed","midnight","Roshai Lightstep (Founder's Point)","","","265551","","","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/23186/tapered-maruukai-barricade-23186/"
"23550","Bakar's Snack","acquisition_midnight_confirmed","midnight","Roshai Lightstep (Razorwind Shores)","","","265551","","","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/23550/bakars-snack-23550/"
"23551","Bakar's Dinner","acquisition_midnight_confirmed","midnight","Roshai Lightstep (Razorwind Shores)","","","265551","","","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/23551/bakars-dinner-23551/"
"25121","Cozy Bird Nest","acquisition_midnight_confirmed","midnight","Agratha (Razorwind Shores) 50 Perry Winkles (Founder's Point) 50","","","267794;267795","","","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/25121/cozy-bird-nest-25121/"
"25274","Gilded Silvermoon Compass","acquisition_midnight_confirmed","midnight","Construct Ali'a (Silvermoon City) 100 Remnant of Anguish","","","258181","","3392","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/25274/gilded-silvermoon-compass-25274/"
"26491","K'areshi Tea Cup","acquisition_midnight_confirmed","midnight","Throska (Razorwind Shores)","","","257168","","","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/26491/kareshi-tea-cup-26491/"
"26492","Purified Dracthyr Stein","acquisition_midnight_confirmed","midnight","Cursed Keepsake (Founder's Point, Razorwind Shores) Cursed Keepsake","","","262726","","","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/26492/purified-dracthyr-stein-26492/"
"1693","Small Val'sharah Bookcase","acquisition_dragonflight_confirmed","dragonflight","Dreamy Inspiration requires purchasing a Filigree Moon Lamp from Ellandrieth in Bel'ameth for Dragon Isles Supplies","","92577","216285;252312","","2003","The reward's acquisition objective is Dragonflight content despite the Legion theme tag and later Pawdo vendor","https://housing.wowdb.com/decor/1693/small-valsharah-bookcase-1693/"
"1861","Filigree Moon Lamp","acquisition_dragonflight_confirmed","dragonflight","Ellandrieth (Bel'ameth), 10 Dragon Isles Supplies; later sold by Second Chair Pawdo after Dreamy Inspiration","","92577","216285;252312","","2003","The original acquisition source and quest objective are Dragonflight content despite the neutral theme metadata","https://housing.wowdb.com/decor/1861/filigree-moon-lamp-1861/"
"4561","Amirdrassil Stool","acquisition_dragonflight_confirmed","dragonflight","Mythrin'dir (Amirdrassil), 250 Dragon Isles Supplies","","","216284","","2003","The acquisition source is Dragonflight content despite the missing expansion theme tag","https://housing.wowdb.com/decor/4561/amirdrassil-stool-4561/"
"7896","Bel'ameth Traveler's Pack","acquisition_dragonflight_confirmed","dragonflight","The Returning (Amirdrassil); Ellandrieth (Amirdrassil), 300 Dragon Isles Supplies","","78864","216285","","2003","The acquisition source is Dragonflight content despite the Shadowlands theme tag","https://housing.wowdb.com/decor/7896/belameth-travelers-pack-7896/"
"857","Gilnean Celebration Keg","acquisition_dragonflight_confirmed","dragonflight","Reclamation of Gilneas; Marie Allen (Stormglen Village, Gilneas) 150; Samantha Buckley (Ruins of Gilneas) 150","19719","","211065;216888","","","The reward and vendor unlock require the Reclamation of Gilneas storyline added in Dragonflight patch 10.2.5 despite the Cataclysm theme tag","https://housing.wowdb.com/decor/857/gilnean-celebration-keg-857/"
"859","Gilnean Bench","acquisition_dragonflight_confirmed","dragonflight","Marie Allen (Stormglen Village, Gilneas) 75; Samantha Buckley (Ruins of Gilneas) 75; requires Reclamation of Gilneas","19719","","211065;216888","","","The post-Reclamation vendor inventory belongs to Dragonflight patch 10.2.5 despite the Cataclysm theme tag","https://housing.wowdb.com/decor/859/gilnean-bench-859/"
"860","Gilnean Wooden Bed","acquisition_dragonflight_confirmed","dragonflight","Marie Allen (Stormglen Village, Gilneas) 75; Samantha Buckley (Ruins of Gilneas) 75; requires Reclamation of Gilneas","19719","","211065;216888","","","The post-Reclamation vendor inventory belongs to Dragonflight patch 10.2.5 despite the Cataclysm theme tag","https://housing.wowdb.com/decor/860/gilnean-wooden-bed-860/"
"1795","Arched Rose Trellis","acquisition_dragonflight_confirmed","dragonflight","Marie Allen (Stormglen Village, Gilneas) 100; Samantha Buckley (Ruins of Gilneas) 100; requires Reclamation of Gilneas","19719","","211065;216888","","","The post-Reclamation vendor inventory belongs to Dragonflight patch 10.2.5 despite the Cataclysm theme tag","https://housing.wowdb.com/decor/1795/arched-rose-trellis-1795/"
"1826","Gilnean Stocks","acquisition_dragonflight_confirmed","dragonflight","Marie Allen (Stormglen Village, Gilneas) 100; Samantha Buckley (Ruins of Gilneas) 100; requires Reclamation of Gilneas","19719","","211065;216888","","","The post-Reclamation vendor inventory belongs to Dragonflight patch 10.2.5 despite the Cataclysm theme tag","https://housing.wowdb.com/decor/1826/gilnean-stocks-1826/"
"11944","Gilnean Washing Line","acquisition_dragonflight_confirmed","dragonflight","Marie Allen (Stormglen Village, Gilneas) 125; Samantha Buckley (Ruins of Gilneas); requires Reclamation of Gilneas","19719","","211065;216888","","","The post-Reclamation vendor inventory belongs to Dragonflight patch 10.2.5 despite the Cataclysm theme tag","https://housing.wowdb.com/decor/11944/gilnean-washing-line-11944/"
