"decision","decision_basis","expansion","quest_id","node_count","source_addons","source_files","coordinates","criteria_ids","comments"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36410","1","HandyNotes_TreasureHunter","SpiresOfArak.lua","61006380","","treasures"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36411","1","HandyNotes_TreasureHunter","SpiresOfArak.lua","47803610","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36416","1","HandyNotes_TreasureHunter","SpiresOfArak.lua","52404280","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36418","1","HandyNotes_TreasureHunter","SpiresOfArak.lua","36505790","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36420","1","HandyNotes_TreasureHunter","SpiresOfArak.lua","37204740","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36421","1","HandyNotes_TreasureHunter","SpiresOfArak.lua","34102750","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36422","1","HandyNotes_TreasureHunter","SpiresOfArak.lua","33302730","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36433","1","HandyNotes_TreasureHunter","SpiresOfArak.lua","56304530","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36444","1","HandyNotes_TreasureHunter","SpiresOfArak.lua","50402580","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36445","1","HandyNotes_TreasureHunter","SpiresOfArak.lua","49203730","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36446","1","HandyNotes_TreasureHunter","SpiresOfArak.lua","46903400","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36447","1","HandyNotes_TreasureHunter","SpiresOfArak.lua","42102170","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36450","1","HandyNotes_TreasureHunter","SpiresOfArak.lua","71604850","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36451","1","HandyNotes_TreasureHunter","SpiresOfArak.lua","41805050","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36453","1","HandyNotes_TreasureHunter","SpiresOfArak.lua","68408900","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36454","1","HandyNotes_TreasureHunter","SpiresOfArak.lua","63606740","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36455","1","HandyNotes_TreasureHunter","SpiresOfArak.lua","66505650","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36456","1","HandyNotes_TreasureHunter","SpiresOfArak.lua","60908460","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36458","1","HandyNotes_TreasureHunter","SpiresOfArak.lua","40605500","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36462","1","HandyNotes_TreasureHunter","SpiresOfArak.lua","37705640","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36506","1","HandyNotes_TreasureHunter","Gorgrond.lua","41705300","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36507","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","66903350","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36509","1","HandyNotes_TreasureHunter","Gorgrond.lua","52506690","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","wod","36518","1","HandyNotes_TreasureHunter","Talador.lua","58005300","","Aeda Brightdawn"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","wod","36519","1","HandyNotes_TreasureHunter","Talador.lua","57405120","","Defender Illona"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36521","1","HandyNotes_TreasureHunter","Gorgrond.lua","46204290","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","wod","36522","1","HandyNotes_TreasureHunter","Talador.lua","56802600","","Ahm"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36596","1","HandyNotes_TreasureHunter","Gorgrond.lua","49304360","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36604","1","HandyNotes_TreasureHunter","Gorgrond.lua","48109340","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36605","1","HandyNotes_TreasureHunter","Gorgrond.lua","57805600","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36610","1","HandyNotes_TreasureHunter","Gorgrond.lua","45704970","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36618","1","HandyNotes_TreasureHunter","Gorgrond.lua","43704240","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36621","1","HandyNotes_TreasureHunter","Gorgrond.lua","40407660","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36625","1","HandyNotes_TreasureHunter","Gorgrond.lua","42408340","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36628","1","HandyNotes_TreasureHunter","Gorgrond.lua","59406370","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36631","1","HandyNotes_TreasureHunter","Gorgrond.lua","39006810","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36634","1","HandyNotes_TreasureHunter","Gorgrond.lua","45004260","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36651","1","HandyNotes_TreasureHunter","Gorgrond.lua","46105000","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36654","1","HandyNotes_TreasureHunter","Gorgrond.lua","53107440","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36657","1","HandyNotes_TreasureHunter","SpiresOfArak.lua","37305070","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36658","1","HandyNotes_TreasureHunter","Gorgrond.lua","41807810","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","wod","36711","3","HandyNotes_TreasureHunter","Nagrand.lua","38404940;65906120;85403870","","35711;36072;36089"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36857","1","HandyNotes_TreasureHunter","Nagrand.lua","89103310","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","36863","1","HandyNotes_TreasureHunter","FrostfireRidge.lua","56707180","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","wod","36879","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","29803750","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","wod","36937","1","HandyNotes_TreasureHunter","Talador.lua","70100700","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","wod","37168","1","HandyNotes_TreasureHunter","SpiresOfArak.lua","55306850","","Leorajh"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","37246","1","HandyNotes_MistsOfPandariaTreasures","ValleyOfTheFourWinds.lua","52056382","","Mysterious Fruit Pile (Mesmerizing Fruit Hat)"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","wod","37249","1","HandyNotes_TreasureHunter","Gorgrond.lua","57006530","","followers"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","37254","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","52902490","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","wod","37435","1","HandyNotes_TreasureHunter","Nagrand.lua","40406860","","abu'gar"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","37596","1","HandyNotes_LegionTreasures","Azsuna.lua","53033726","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","37649","1","HandyNotes_LegionTreasures","Azsuna.lua","69294839","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","37713","1","HandyNotes_LegionTreasures","Azsuna.lua","44473946","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","37828","1","HandyNotes_LegionTreasures","Azsuna.lua","49384536","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","37829","1","HandyNotes_LegionTreasures","Azsuna.lua","53176444","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","37830","1","HandyNotes_LegionTreasures","Azsuna.lua","58364378","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","37831","1","HandyNotes_LegionTreasures","Azsuna.lua","49653448","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","37832","1","HandyNotes_LegionTreasures","Azsuna.lua","63231521","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","37956","1","HandyNotes_TreasureHunter","TanaanJungle.lua","36304350","","Strange Sapphire"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","37958","1","HandyNotes_LegionTreasures","Azsuna.lua","57901220","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","37980","1","HandyNotes_LegionTreasures","Azsuna.lua","58381229","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38208","1","HandyNotes_TreasureHunter","TanaanJungle.lua","15904970","","weathered axe"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38239","1","HandyNotes_LegionTreasures","Azsuna.lua","65066978","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38251","1","HandyNotes_LegionTreasures","Azsuna.lua","56443481","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38277","1","HandyNotes_LegionTreasures","Valsharah.lua","46448630","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38316","1","HandyNotes_LegionTreasures","Azsuna.lua","40575767","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38320","1","HandyNotes_TreasureHunter","TanaanJungle.lua","19304100","","blade of Kra'nak"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38334","1","HandyNotes_TreasureHunter","TanaanJungle.lua","28702330","","Jewel of Hellfire"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38355","1","HandyNotes_LegionTreasures","Valsharah.lua","64715126","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38359","1","HandyNotes_LegionTreasures","Valsharah.lua","54417419","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38363","1","HandyNotes_LegionTreasures","Valsharah.lua","43397589","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38365","1","HandyNotes_LegionTreasures","Azsuna.lua","55855699","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38366","1","HandyNotes_LegionTreasures","Valsharah.lua","48687381","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38367","1","HandyNotes_LegionTreasures","Azsuna.lua","42600810","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38369","1","HandyNotes_LegionTreasures","Valsharah.lua","39945460","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38370","1","HandyNotes_LegionTreasures","Azsuna.lua","49415800","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38383","1","HandyNotes_LegionTreasures","Stormheim.lua","60845332","","Stormscale Cavern, Stormheim"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38386","1","HandyNotes_LegionTreasures","Valsharah.lua","67395342","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38387","1","HandyNotes_LegionTreasures","Valsharah.lua","44358257","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38388","1","HandyNotes_LegionTreasures","Valsharah.lua","51247777","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38389","2","HandyNotes_LegionTreasures","Azsuna.lua;Valsharah.lua","55310505;63378841","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38390","1","HandyNotes_LegionTreasures","Valsharah.lua","54003489","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38391","1","HandyNotes_LegionTreasures","Valsharah.lua","65907920","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38419","1","HandyNotes_LegionTreasures","Azsuna.lua","57153106","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38426","1","HandyNotes_TreasureHunter","TanaanJungle.lua","32407040","","sargerei tome"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38466","1","HandyNotes_LegionTreasures","Valsharah.lua","55567762","","Unguarded Thistleleaf Treasure npc:92104"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38474","1","HandyNotes_LegionTreasures","Stormheim.lua","42616579","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38475","1","HandyNotes_LegionTreasures","Stormheim.lua","40656852","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38476","1","HandyNotes_LegionTreasures","Stormheim.lua","48137421","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38477","1","HandyNotes_LegionTreasures","Stormheim.lua","42336112","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38478","1","HandyNotes_LegionTreasures","Stormheim.lua","35176898","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38480","1","HandyNotes_LegionTreasures","Stormheim.lua","52018058","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38481","1","HandyNotes_LegionTreasures","Stormheim.lua","46768040","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38483","1","HandyNotes_LegionTreasures","Stormheim.lua","50314100","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38485","1","HandyNotes_LegionTreasures","Stormheim.lua","49777801","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38486","1","HandyNotes_LegionTreasures","Stormheim.lua","39486518","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38487","1","HandyNotes_LegionTreasures","Stormheim.lua","35033660","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38488","1","HandyNotes_LegionTreasures","Stormheim.lua","41744604","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38489","1","HandyNotes_LegionTreasures","Stormheim.lua","44166997","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38490","1","HandyNotes_LegionTreasures","Stormheim.lua","32742791","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38495","1","HandyNotes_LegionTreasures","Stormheim.lua","33143607","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38498","1","HandyNotes_LegionTreasures","Stormheim.lua","39571934","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38503","1","HandyNotes_LegionTreasures","Stormheim.lua","83322456","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38510","1","HandyNotes_LegionTreasures","Stormheim.lua","79842471","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38516","1","HandyNotes_LegionTreasures","Stormheim.lua","19634698","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38529","2","HandyNotes_LegionTreasures","Stormheim.lua","20134125;27335749","","Rares"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38591","1","HandyNotes_TreasureHunter","TanaanJungle.lua","56906510","","broken selfie sack"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38593","1","HandyNotes_TreasureHunter","TanaanJungle.lua","54806930","","spear"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38601","1","HandyNotes_TreasureHunter","TanaanJungle.lua","61207580","","Blackfang Isle Cache"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38602","1","HandyNotes_TreasureHunter","TanaanJungle.lua","62107070","","Crystalized Fel Spike"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38629","1","HandyNotes_TreasureHunter","TanaanJungle.lua","30307190","","polished crystal"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38637","1","HandyNotes_LegionTreasures","Stormheim.lua","69144478","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38638","1","HandyNotes_TreasureHunter","TanaanJungle.lua","40607980","","snake flute"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38639","1","HandyNotes_TreasureHunter","TanaanJungle.lua","40807550","","perfect blossom"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38640","1","HandyNotes_TreasureHunter","TanaanJungle.lua","37004620","","Pale Removal Equipment"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38657","1","HandyNotes_TreasureHunter","TanaanJungle.lua","41607330","","forgotten champion sword"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38676","1","HandyNotes_LegionTreasures","Stormheim.lua","31105600","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38677","1","HandyNotes_LegionTreasures","Stormheim.lua","35735415","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38678","1","HandyNotes_TreasureHunter","TanaanJungle.lua","22004780","","warchest"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38679","1","HandyNotes_TreasureHunter","TanaanJungle.lua","58502500","","Jewel of the Fallen Star"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38680","1","HandyNotes_LegionTreasures","Stormheim.lua","35924792","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38681","1","HandyNotes_LegionTreasures","Stormheim.lua","46606496","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38682","1","HandyNotes_TreasureHunter","TanaanJungle.lua","62602050","","Censer of Torment"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38683","1","HandyNotes_TreasureHunter","TanaanJungle.lua","26804410","","Looted Bleeding Hollow Treasure"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38686","1","HandyNotes_TreasureHunter","TanaanJungle.lua","51702430","","Rune Etched Femur"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38701","1","HandyNotes_TreasureHunter","TanaanJungle.lua","64704280","","Loose Soil"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38702","1","HandyNotes_TreasureHunter","TanaanJungle.lua","49908120","","Discarded Helm"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38703","1","HandyNotes_TreasureHunter","TanaanJungle.lua","49907960","","Scouts Belongings"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38704","1","HandyNotes_TreasureHunter","TanaanJungle.lua","69705600","","Forgotten Iron Horde Supplies"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38705","1","HandyNotes_TreasureHunter","TanaanJungle.lua","47907040","","Crystalized Essence of Elements"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38731","1","HandyNotes_TreasureHunter","TanaanJungle.lua","50806490","","overgrown relic"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38732","1","HandyNotes_TreasureHunter","TanaanJungle.lua","31403110","","Jeweled Arakkoa Effigy"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38735","1","HandyNotes_TreasureHunter","TanaanJungle.lua","25305030","","enchanted spyglass"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38738","1","HandyNotes_LegionTreasures","Stormheim.lua","47986237","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38739","1","HandyNotes_TreasureHunter","TanaanJungle.lua","46207280","","Mysterious Corrupted Obelisk"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38740","1","HandyNotes_TreasureHunter","TanaanJungle.lua","63402810","","Forgotten Shard of the Cipher"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38741","1","HandyNotes_TreasureHunter","TanaanJungle.lua","26506290","","bleeding hollow chest"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38742","1","HandyNotes_TreasureHunter","TanaanJungle.lua","34703464","","Mad Chief"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38744","1","HandyNotes_LegionTreasures","Stormheim.lua","61933255","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38754","1","HandyNotes_TreasureHunter","TanaanJungle.lua","14905440","","weeping wolf axe"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38755","1","HandyNotes_TreasureHunter","TanaanJungle.lua","17405700","","spoils"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38757","1","HandyNotes_TreasureHunter","TanaanJungle.lua","16005940","","grannok's eye"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38758","1","HandyNotes_TreasureHunter","TanaanJungle.lua","35907860","","Ironbeard's Treasure"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38760","1","HandyNotes_TreasureHunter","TanaanJungle.lua","33907810","","captain booty 1"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38761","1","HandyNotes_TreasureHunter","TanaanJungle.lua","34707710","","captain booty 2"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38762","1","HandyNotes_TreasureHunter","TanaanJungle.lua","34407830","","captain booty 3"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38763","1","HandyNotes_LegionTreasures","Stormheim.lua","49694731","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38771","1","HandyNotes_TreasureHunter","TanaanJungle.lua","46903660","","book"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38773","1","HandyNotes_TreasureHunter","TanaanJungle.lua","46904440","","fel satchel"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38776","1","HandyNotes_TreasureHunter","TanaanJungle.lua","46804220","","blade"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38779","1","HandyNotes_TreasureHunter","TanaanJungle.lua","73604320","","Stashed Bleeding Hollow Loot"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38781","1","HandyNotes_LegionTreasures","Valsharah.lua","69475999","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38782","1","HandyNotes_LegionTreasures","Valsharah.lua","67215928","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38783","1","HandyNotes_LegionTreasures","Valsharah.lua","70225704","","Darkpens, Val'sharah"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38788","1","HandyNotes_TreasureHunter","TanaanJungle.lua","37808070","","brazier"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38809","1","HandyNotes_TreasureHunter","TanaanJungle.lua","49907680","","Bleeding Hollow Mushroom Stash"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38814","1","HandyNotes_TreasureHunter","TanaanJungle.lua","48507520","","Looted Mystical Staff"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38821","1","HandyNotes_TreasureHunter","TanaanJungle.lua","43203830","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38822","1","HandyNotes_TreasureHunter","TanaanJungle.lua","42803530","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38861","1","HandyNotes_LegionTreasures","Valsharah.lua","56008376","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","38863","1","HandyNotes_TreasureHunter","TanaanJungle.lua","28803460","","Partially Mined Apexis Crystal"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38864","1","HandyNotes_LegionTreasures","Valsharah.lua","54908056","","[54958054] = {quest=38861, label=ns.CHEST_SM, note=""In underwater cave""}, -- removed? swapped for 38864?"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38886","1","HandyNotes_LegionTreasures","Valsharah.lua","48998615","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38893","1","HandyNotes_LegionTreasures","Valsharah.lua","60498216","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","legion","38900","1","HandyNotes_LegionTreasures","Valsharah.lua","64358463","33280","Antydas Nightcaller npc:93758, quest 38903 for talking to him"
